YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAXI_IN,TAXI_OUT,DISTANCE
2015,4,10,5,MQ,3034,2.0,20.0,672
2015,8,28,5,AA,2454,11.0,19.0,1258
2015,10,25,7,B6,2288,5.0,11.0,414
2015,3,2,1,NK,443,6.0,12.0,925
2015,12,11,5,DL,1829,5.0,21.0,946
2015,4,4,6,AA,1689,11.0,16.0,1055
2015,5,12,2,DL,2364,4.0,11.0,1428
2015,12,1,2,EV,4160,13.0,34.0,569
2015,1,3,6,OO,6371,7.0,17.0,954
2015,6,24,3,US,1978,7.0,29.0,912
2015,5,1,5,AA,1354,7.0,11.0,964
2015,4,30,4,OO,4976,5.0,24.0,1735
2015,2,1,7,OO,6481,9.0,24.0,1024
2015,4,6,1,US,1946,9.0,18.0,599
2015,5,25,1,WN,632,7.0,11.0,432
2015,7,23,4,WN,2790,8.0,11.0,849
2015,7,13,1,WN,550,2.0,7.0,358
2015,1,30,5,NK,195,12.0,12.0,177
2015,3,9,1,DL,2310,17.0,15.0,731
2015,9,16,3,DL,2488,6.0,11.0,980
2015,8,3,1,WN,3664,7.0,9.0,583
2015,11,5,4,B6,476,5.0,15.0,1072
2015,7,1,3,DL,1969,4.0,12.0,980
2015,7,22,3,AA,269,13.0,14.0,1431
2015,10,10,6,WN,1123,6.0,9.0,804
2015,3,7,6,DL,824,5.0,9.0,1671
2015,3,15,7,AA,221,4.0,17.0,1464
2015,4,23,4,DL,12,6.0,17.0,991
2015,3,27,5,WN,407,5.0,13.0,577
2015,2,25,3,OO,3460,3.0,18.0,838
2015,8,6,4,EV,2702,3.0,20.0,134
2015,4,24,5,DL,1113,4.0,12.0,516
2015,4,16,4,DL,732,12.0,13.0,270
2015,4,28,2,MQ,3687,13.0,9.0,585
2015,8,29,6,DL,1864,5.0,17.0,931
2015,10,21,3,UA,695,5.0,23.0,641
2015,11,24,2,WN,281,4.0,9.0,528
2015,11,14,6,AA,2177,6.0,10.0,431
2015,7,27,1,UA,1510,4.0,8.0,1546
2015,7,23,4,VX,161,12.0,36.0,2454
2015,8,17,1,DL,64,9.0,13.0,2139
2015,3,14,6,EV,4385,6.0,15.0,667
2015,10,15,4,OO,6237,7.0,17.0,516
2015,1,11,7,DL,2449,4.0,11.0,502
2015,2,26,4,OO,4806,5.0,23.0,337
2015,1,28,3,DL,1207,7.0,15.0,1481
2015,6,24,3,WN,165,3.0,10.0,296
2015,8,20,4,UA,728,3.0,15.0,137
2015,5,25,1,WN,2398,6.0,9.0,611
2015,1,26,1,EV,4259,6.0,13.0,458
2015,2,23,1,DL,2531,23.0,19.0,2611
2015,3,7,6,WN,483,5.0,14.0,480
2015,4,21,2,WN,784,7.0,9.0,447
2015,8,10,1,AS,344,5.0,14.0,672
2015,5,24,7,DL,1504,7.0,15.0,503
2015,8,21,5,DL,1515,4.0,15.0,853
2015,2,18,3,WN,602,5.0,8.0,372
2015,3,27,5,AA,200,8.0,16.0,247
2015,8,7,5,OO,7379,8.0,16.0,221
2015,10,2,5,AA,650,6.0,20.0,2402
2015,11,24,2,F9,607,7.0,8.0,977
2015,7,9,4,AA,2002,11.0,14.0,808
2015,10,18,7,AA,614,7.0,22.0,1587
2015,7,29,3,EV,4901,3.0,25.0,461
2015,7,22,3,WN,244,5.0,9.0,888
2015,12,3,4,WN,2738,8.0,10.0,672
2015,3,30,1,WN,537,6.0,15.0,711
2015,9,16,3,AA,2306,8.0,21.0,1471
2015,4,4,6,OO,6502,5.0,20.0,1482
2015,6,23,2,US,523,4.0,16.0,601
2015,3,26,4,WN,3858,6.0,14.0,972
2015,12,27,7,WN,2586,6.0,8.0,562
2015,6,25,4,EV,5961,6.0,26.0,528
2015,7,9,4,B6,1407,,,228
2015,7,24,5,B6,4,5.0,13.0,1598
2015,1,30,5,UA,1160,7.0,13.0,1846
2015,7,12,7,UA,755,13.0,13.0,1186
2015,4,26,7,WN,498,4.0,9.0,486
2015,12,17,4,UA,1127,4.0,9.0,235
2015,10,19,1,WN,2930,7.0,11.0,666
2015,5,20,3,EV,5100,5.0,15.0,302
2015,4,30,4,AS,67,7.0,7.0,95
2015,12,18,5,AS,368,5.0,33.0,605
2015,10,15,4,DL,1095,5.0,18.0,226
2015,2,15,7,DL,2540,2.0,8.0,926
2015,8,26,3,UA,1402,8.0,22.0,746
2015,3,31,2,WN,4743,4.0,7.0,1044
2015,4,4,6,US,1941,11.0,14.0,2402
2015,5,31,7,UA,695,6.0,31.0,1620
2015,4,16,4,AA,2291,11.0,24.0,985
2015,10,23,5,F9,769,7.0,15.0,628
2015,6,10,3,UA,1199,7.0,24.0,679
2015,3,21,6,EV,4158,5.0,43.0,563
2015,2,23,1,EV,4892,5.0,14.0,227
2015,11,24,2,WN,501,3.0,13.0,1491
2015,10,8,4,F9,592,6.0,11.0,516
2015,9,25,5,AA,1747,6.0,16.0,366
2015,11,20,5,EV,4671,7.0,13.0,429
2015,8,8,6,UA,682,7.0,12.0,888
2015,2,13,5,WN,3946,5.0,8.0,447
2015,3,5,4,NK,235,6.0,40.0,977
2015,6,2,2,EV,4902,3.0,13.0,503
2015,12,19,6,B6,1583,6.0,15.0,612
2015,11,16,1,UA,486,4.0,20.0,2419
2015,10,15,4,EV,5189,8.0,24.0,292
2015,5,23,6,WN,2553,5.0,9.0,601
2015,3,22,7,US,443,7.0,11.0,1009
2015,11,12,4,DL,1630,9.0,17.0,874
2015,3,17,2,OO,4802,4.0,16.0,697
2015,6,11,4,AA,1194,3.0,17.0,1171
2015,4,29,3,DL,1923,5.0,21.0,1096
2015,7,6,1,EV,5099,29.0,21.0,474
2015,8,6,4,AA,400,10.0,19.0,1999
2015,6,28,7,WN,2059,9.0,28.0,1749
2015,6,3,3,DL,926,13.0,12.0,980
2015,11,18,3,WN,1899,12.0,14.0,258
2015,11,6,5,OO,2952,5.0,18.0,451
2015,10,7,3,EV,4955,7.0,15.0,377
2015,7,4,6,MQ,3106,8.0,7.0,674
2015,12,16,3,WN,2946,9.0,10.0,711
2015,9,11,5,EV,4611,9.0,13.0,196
2015,2,25,3,MQ,3359,,,859
2015,6,15,1,AA,2315,7.0,16.0,192
2015,6,19,5,WN,401,3.0,6.0,1009
2015,11,20,5,OO,6280,6.0,20.0,262
2015,1,23,5,EV,4448,5.0,28.0,595
2015,6,21,7,WN,3326,10.0,13.0,327
2015,11,24,2,WN,740,15.0,26.0,860
2015,9,2,3,B6,1521,3.0,11.0,846
2015,1,2,5,DL,2258,3.0,12.0,1174
2015,5,11,1,OO,6452,4.0,21.0,550
2015,5,28,4,WN,2154,8.0,6.0,444
2015,2,17,2,NK,683,3.0,11.0,1084
2015,4,26,7,DL,766,7.0,15.0,957
2015,8,6,4,EV,4735,3.0,11.0,328
2015,4,22,3,UA,1021,12.0,14.0,1065
2015,6,27,6,WN,4858,4.0,10.0,836
2015,4,12,7,AA,239,11.0,19.0,852
2015,4,6,1,US,407,7.0,26.0,651
2015,12,8,2,WN,282,5.0,8.0,248
2015,12,26,6,EV,4391,12.0,9.0,262
2015,8,8,6,WN,4581,3.0,8.0,994
2015,8,11,2,EV,4584,7.0,10.0,542
2015,7,13,1,DL,2754,29.0,13.0,337
2015,12,28,1,AA,1462,17.0,15.0,1188
2015,12,27,7,DL,2132,11.0,11.0,874
2015,7,21,2,WN,1284,4.0,10.0,369
2015,10,26,1,AA,1973,3.0,13.0,427
2015,7,19,7,MQ,3070,10.0,13.0,738
2015,11,10,2,UA,1115,3.0,11.0,794
2015,5,8,5,OO,2860,16.0,13.0,710
2015,10,26,1,VX,97,8.0,10.0,2288
2015,6,9,2,WN,1009,6.0,7.0,651
2015,6,12,5,OO,4521,5.0,36.0,1254
2015,10,29,4,OO,6476,4.0,19.0,329
2015,11,12,4,WN,1421,6.0,8.0,861
2015,8,26,3,UA,1144,3.0,30.0,2253
2015,10,17,6,DL,1826,5.0,12.0,581
2015,7,12,7,WN,321,7.0,9.0,655
2015,10,23,5,WN,460,6.0,11.0,977
2015,8,15,6,OO,4774,5.0,17.0,521
2015,8,19,3,WN,8,7.0,10.0,302
2015,1,31,6,US,668,4.0,17.0,993
2015,10,30,5,MQ,3099,2.0,18.0,474
2015,12,17,4,DL,1927,8.0,10.0,581
2015,7,11,6,WN,1465,4.0,7.0,2026
2015,1,26,1,WN,1263,4.0,7.0,1020
2015,7,24,5,WN,300,5.0,6.0,436
2015,12,20,7,NK,766,6.0,10.0,594
2015,12,8,2,WN,1694,3.0,7.0,325
2015,4,4,6,DL,463,4.0,42.0,1598
2015,12,27,7,AA,770,21.0,12.0,899
2015,3,9,1,MQ,3236,11.0,13.0,762
2015,4,10,5,OO,5520,5.0,23.0,606
2015,1,22,4,EV,4650,5.0,15.0,936
2015,11,26,4,WN,6261,5.0,17.0,711
2015,10,17,6,UA,1264,8.0,12.0,2454
2015,6,28,7,UA,1729,4.0,13.0,719
2015,2,18,3,US,428,8.0,22.0,1337
2015,7,2,4,WN,375,3.0,13.0,1371
2015,9,8,2,AA,1735,6.0,15.0,468
2015,8,7,5,DL,420,46.0,22.0,2475
2015,2,25,3,WN,2321,5.0,9.0,472
2015,2,15,7,WN,250,7.0,9.0,895
2015,7,4,6,UA,1143,,14.0,2254
2015,6,4,4,WN,533,5.0,10.0,187
2015,8,27,4,UA,1030,10.0,17.0,862
2015,9,1,2,DL,2035,4.0,15.0,669
2015,11,12,4,DL,1284,3.0,15.0,151
2015,3,4,3,DL,2658,12.0,13.0,721
2015,6,26,5,WN,3,6.0,6.0,472
2015,1,12,1,US,621,4.0,22.0,338
2015,2,4,3,NK,345,5.0,20.0,1276
2015,2,12,4,US,864,8.0,8.0,808
2015,3,9,1,WN,2435,8.0,7.0,248
2015,9,6,7,WN,142,3.0,21.0,1167
2015,8,21,5,WN,555,5.0,10.0,1488
2015,11,26,4,AS,720,3.0,10.0,626
2015,3,7,6,WN,2046,5.0,7.0,883
2015,5,16,6,WN,2555,12.0,11.0,1107
2015,9,20,7,EV,5791,8.0,18.0,562
2015,10,19,1,WN,541,8.0,14.0,680
2015,1,30,5,DL,2026,7.0,13.0,581
2015,3,16,1,US,695,12.0,19.0,370
2015,8,16,7,DL,1557,9.0,16.0,689
2015,6,8,1,OO,5427,3.0,17.0,199
2015,12,10,4,UA,1841,6.0,19.0,420
2015,9,1,2,AA,1041,13.0,22.0,334
2015,2,24,2,DL,2580,7.0,22.0,405
2015,6,26,5,US,1991,11.0,19.0,678
2015,3,8,7,AS,21,5.0,24.0,1721
2015,2,21,6,AA,1652,19.0,11.0,594
2015,8,3,1,WN,45,5.0,8.0,239
2015,9,26,6,MQ,3257,12.0,8.0,585
2015,6,16,2,AA,1044,5.0,19.0,1145
2015,8,1,6,DL,1772,4.0,18.0,1587
2015,3,25,3,WN,3413,9.0,9.0,829
2015,4,2,4,HA,12,13.0,14.0,2398
2015,8,28,5,MQ,3287,6.0,23.0,137
2015,6,5,5,US,552,4.0,10.0,647
2015,11,16,1,AA,696,6.0,31.0,2125
2015,2,9,1,AA,2361,14.0,9.0,612
2015,7,7,2,WN,3305,4.0,10.0,819
2015,4,1,3,F9,657,8.0,11.0,967
2015,2,7,6,AA,1067,7.0,14.0,1744
2015,10,1,4,WN,916,4.0,15.0,327
2015,7,3,5,OO,2973,9.0,17.0,455
2015,3,24,2,WN,2144,7.0,6.0,991
2015,5,3,7,DL,764,4.0,14.0,669
2015,1,12,1,WN,561,44.0,9.0,793
2015,7,9,4,EV,4951,3.0,22.0,714
2015,5,25,1,UA,1680,3.0,17.0,787
2015,7,11,6,DL,1775,6.0,16.0,2139
2015,3,11,3,EV,4428,10.0,9.0,817
2015,4,30,4,EV,3843,8.0,19.0,528
2015,3,12,4,AA,2249,15.0,14.0,224
2015,3,18,3,OO,5492,18.0,26.0,108
2015,9,19,6,AA,330,12.0,24.0,541
2015,9,8,2,DL,1235,5.0,8.0,620
2015,8,13,4,B6,828,5.0,7.0,937
2015,10,12,1,DL,1523,4.0,11.0,632
2015,4,11,6,US,2173,20.0,25.0,399
2015,6,5,5,AS,384,5.0,9.0,550
2015,3,26,4,EV,4572,9.0,44.0,594
2015,3,19,4,DL,2690,4.0,51.0,184
2015,8,29,6,DL,2263,7.0,20.0,1927
2015,1,14,3,WN,24,5.0,7.0,879
2015,5,8,5,US,1787,16.0,25.0,728
2015,9,6,7,AA,647,27.0,17.0,1849
2015,5,18,1,EV,5919,3.0,32.0,108
2015,1,26,1,VX,357,3.0,50.0,2704
2015,10,30,5,EV,4255,7.0,13.0,628
2015,1,6,2,DL,1706,8.0,16.0,1979
2015,1,3,6,EV,4992,,25.0,223
2015,3,10,2,DL,1581,4.0,15.0,1900
2015,1,22,4,AA,2249,11.0,33.0,224
2015,1,13,2,WN,593,8.0,14.0,829
2015,7,23,4,DL,1599,10.0,13.0,526
2015,7,24,5,WN,604,6.0,27.0,1105
2015,5,2,6,DL,2088,6.0,12.0,765
2015,3,13,5,WN,490,5.0,13.0,632
2015,10,5,1,UA,537,5.0,17.0,296
2015,4,19,7,DL,1485,4.0,22.0,950
2015,6,11,4,MQ,3649,4.0,7.0,764
2015,11,6,5,NK,720,7.0,15.0,628
2015,2,6,5,WN,1643,4.0,11.0,1050
2015,4,22,3,OO,3461,,,838
2015,9,12,6,NK,469,5.0,10.0,407
2015,1,4,7,MQ,3373,10.0,8.0,785
2015,5,25,1,DL,2667,6.0,10.0,184
2015,10,19,1,AA,2126,6.0,17.0,184
2015,8,15,6,WN,2792,5.0,21.0,1142
2015,10,14,3,OO,4567,5.0,24.0,488
2015,8,3,1,WN,1877,6.0,13.0,1771
2015,6,18,4,AA,1244,16.0,47.0,802
2015,2,16,1,US,1787,8.0,30.0,728
2015,2,6,5,AS,693,7.0,10.0,224
2015,12,10,4,AA,1179,3.0,11.0,447
2015,6,17,3,DL,142,7.0,9.0,1448
2015,6,10,3,EV,4376,10.0,10.0,489
2015,12,30,3,EV,2783,10.0,7.0,89
2015,2,24,2,OO,5327,4.0,25.0,563
2015,12,20,7,AA,1297,8.0,18.0,2342
2015,12,24,4,WN,1687,5.0,14.0,634
2015,5,22,5,EV,5927,3.0,10.0,438
2015,6,23,2,EV,5668,8.0,13.0,468
2015,6,24,3,B6,1286,5.0,14.0,496
2015,3,8,7,B6,1142,7.0,20.0,1133
2015,5,11,1,HA,132,6.0,9.0,121
2015,4,30,4,UA,235,5.0,18.0,862
2015,4,19,7,DL,1493,12.0,18.0,311
2015,4,23,4,EV,5590,4.0,10.0,332
2015,7,23,4,B6,2702,3.0,23.0,301
2015,1,23,5,MQ,3526,6.0,18.0,479
2015,12,13,7,WN,3034,9.0,12.0,371
2015,6,28,7,DL,1297,4.0,12.0,1299
2015,9,30,3,UA,1604,3.0,16.0,473
2015,5,23,6,AS,694,4.0,18.0,224
2015,1,22,4,WN,979,17.0,10.0,1142
2015,12,22,2,WN,469,5.0,18.0,507
2015,5,18,1,DL,1078,14.0,18.0,271
2015,11,12,4,WN,327,26.0,7.0,472
2015,10,9,5,DL,898,3.0,15.0,782
2015,2,25,3,OO,4806,3.0,17.0,337
2015,3,9,1,B6,223,7.0,15.0,2475
2015,2,28,6,MQ,3326,,,327
2015,4,5,7,WN,767,5.0,12.0,849
2015,6,3,3,DL,1490,27.0,11.0,2158
2015,8,15,6,AA,862,6.0,20.0,759
2015,5,17,7,NK,678,15.0,10.0,1084
2015,5,12,2,AA,1359,4.0,12.0,612
2015,5,28,4,HA,342,5.0,11.0,216
2015,9,30,3,AA,2058,11.0,9.0,280
2015,12,11,5,WN,383,5.0,12.0,1048
2015,9,16,3,MQ,3251,14.0,9.0,716
2015,12,1,2,WN,1577,6.0,9.0,1521
2015,11,6,5,UA,1768,5.0,14.0,787
2015,7,30,4,AA,1332,16.0,19.0,1744
2015,11,17,2,EV,2790,,22.0,247
2015,7,2,4,DL,1110,16.0,15.0,404
2015,8,9,7,WN,48,4.0,7.0,670
2015,4,7,2,EV,2549,6.0,22.0,354
2015,4,6,1,WN,576,4.0,14.0,302
2015,12,16,3,DL,381,9.0,18.0,946
2015,12,15,2,WN,4050,5.0,6.0,391
2015,5,25,1,US,508,7.0,9.0,1671
2015,6,25,4,EV,3941,5.0,18.0,343
2015,8,28,5,DL,1707,5.0,13.0,207
2015,2,18,3,WN,35,4.0,13.0,239
2015,1,5,1,AA,2389,13.0,13.0,237
2015,3,25,3,UA,302,14.0,15.0,1846
2015,12,26,6,UA,1763,7.0,10.0,200
2015,12,31,4,WN,5125,5.0,11.0,874
2015,9,24,4,DL,2381,18.0,16.0,599
2015,11,26,4,AA,1352,6.0,12.0,2342
2015,9,25,5,WN,2009,6.0,24.0,337
2015,1,5,1,DL,2216,6.0,21.0,1269
2015,5,26,2,NK,863,7.0,8.0,824
2015,10,9,5,MQ,3127,3.0,15.0,139
2015,4,14,2,EV,4638,12.0,13.0,569
2015,3,20,5,AA,1120,5.0,27.0,1389
2015,8,11,2,WN,358,5.0,8.0,289
2015,4,6,1,AS,82,5.0,18.0,1448
2015,3,26,4,WN,2165,8.0,6.0,460
2015,6,22,1,MQ,3091,1.0,12.0,270
2015,8,5,3,EV,2691,11.0,14.0,772
2015,4,19,7,OO,4685,15.0,25.0,308
2015,4,26,7,AS,321,6.0,16.0,697
2015,1,24,6,OO,4802,4.0,25.0,697
2015,4,11,6,WN,2050,5.0,8.0,666
2015,11,18,3,HA,338,5.0,11.0,163
2015,8,21,5,UA,542,20.0,18.0,1346
2015,10,14,3,HA,368,3.0,8.0,163
2015,3,9,1,OO,6492,13.0,13.0,420
2015,8,5,3,AA,1427,34.0,15.0,731
2015,2,22,7,DL,1845,9.0,14.0,1979
2015,11,18,3,AA,531,35.0,14.0,1262
2015,11,20,5,WN,683,5.0,10.0,1592
2015,6,25,4,NK,563,7.0,28.0,1723
2015,9,29,2,DL,2346,4.0,15.0,591
2015,1,12,1,AS,50,4.0,15.0,627
2015,1,8,4,OO,5582,5.0,76.0,606
2015,7,28,2,AA,755,38.0,22.0,2402
2015,7,14,2,OO,2964,4.0,24.0,438
2015,5,9,6,AA,1119,7.0,16.0,1258
2015,8,29,6,WN,4221,4.0,9.0,480
2015,1,19,1,UA,1278,9.0,19.0,2139
2015,6,26,5,OO,6243,11.0,21.0,802
2015,1,22,4,EV,4692,4.0,14.0,283
2015,5,17,7,VX,399,9.0,22.0,2475
2015,12,10,4,MQ,3414,6.0,19.0,528
2015,8,26,3,OO,4732,7.0,26.0,243
2015,11,19,4,WN,2894,5.0,8.0,390
2015,10,1,4,WN,357,7.0,12.0,649
2015,12,11,5,DL,1804,4.0,13.0,1127
2015,4,28,2,WN,792,4.0,9.0,849
2015,2,24,2,UA,1710,7.0,14.0,867
2015,6,10,3,MQ,3433,22.0,118.0,240
2015,4,12,7,WN,2007,6.0,8.0,283
2015,6,29,1,DL,2568,4.0,17.0,282
2015,1,19,1,VX,399,15.0,28.0,2475
2015,6,11,4,DL,2160,13.0,14.0,594
2015,11,29,7,DL,407,12.0,18.0,2248
2015,3,13,5,EV,4160,14.0,28.0,820
2015,8,26,3,WN,1873,4.0,19.0,677
2015,6,22,1,MQ,3430,,,173
2015,3,26,4,AA,2357,5.0,15.0,1171
2015,11,20,5,UA,600,5.0,15.0,612
2015,4,3,5,WN,2870,6.0,10.0,895
2015,12,2,3,UA,229,3.0,14.0,2253
2015,7,8,3,WN,4992,3.0,21.0,668
2015,12,15,2,WN,368,5.0,7.0,1390
2015,7,25,6,WN,2175,4.0,12.0,289
2015,5,30,6,F9,131,7.0,8.0,812
2015,8,25,2,MQ,3576,4.0,24.0,764
2015,9,1,2,B6,1716,5.0,15.0,1010
2015,5,14,4,DL,1730,4.0,12.0,516
2015,10,9,5,OO,4730,6.0,11.0,566
2015,9,20,7,UA,637,8.0,13.0,2586
2015,8,19,3,UA,621,13.0,17.0,409
2015,1,18,7,AA,2457,6.0,11.0,1055
2015,11,21,6,OO,5317,9.0,65.0,118
2015,8,12,3,WN,1940,3.0,12.0,479
2015,6,16,2,EV,2650,3.0,19.0,767
2015,7,12,7,UA,1175,13.0,15.0,888
2015,10,12,1,WN,39,7.0,9.0,239
2015,2,27,5,AA,1250,23.0,19.0,337
2015,7,2,4,AA,1244,14.0,19.0,802
2015,10,20,2,EV,4581,5.0,29.0,209
2015,2,20,5,DL,1534,4.0,18.0,432
2015,10,6,2,WN,1037,3.0,7.0,307
2015,7,26,7,UA,274,3.0,14.0,447
2015,2,25,3,DL,1302,8.0,14.0,321
2015,1,24,6,AA,1484,8.0,26.0,190
2015,6,19,5,DL,1732,6.0,10.0,554
2015,9,9,3,B6,326,5.0,13.0,1005
2015,1,10,6,WN,4037,6.0,8.0,1243
2015,1,21,3,AA,1307,4.0,25.0,1797
2015,11,21,6,EV,6057,,,409
2015,9,14,1,EV,6079,7.0,13.0,265
2015,8,8,6,DL,1185,7.0,19.0,546
2015,12,19,6,EV,5042,2.0,25.0,377
2015,8,22,6,EV,6125,9.0,31.0,315
2015,3,8,7,EV,4943,6.0,22.0,622
2015,10,20,2,AA,509,9.0,24.0,370
2015,11,20,5,WN,1759,3.0,8.0,590
2015,6,26,5,DL,2462,6.0,12.0,393
2015,3,29,7,WN,678,5.0,6.0,442
2015,11,13,5,UA,1676,13.0,14.0,802
2015,5,14,4,DL,1462,4.0,13.0,526
2015,11,1,7,WN,2683,17.0,12.0,337
2015,2,5,4,US,689,6.0,19.0,1107
2015,6,30,2,AA,2347,7.0,13.0,926
2015,10,29,4,DL,1928,9.0,11.0,957
2015,5,28,4,AA,188,7.0,10.0,1120
2015,5,21,4,F9,295,9.0,8.0,1506
2015,2,25,3,AS,409,4.0,9.0,569
2015,12,1,2,AA,543,5.0,50.0,280
2015,5,2,6,DL,2505,9.0,16.0,357
2015,2,27,5,WN,208,3.0,10.0,287
2015,12,15,2,OO,4634,8.0,25.0,318
2015,3,15,7,DL,1851,6.0,16.0,669
2015,11,11,3,DL,1561,5.0,10.0,666
2015,8,30,7,B6,2,3.0,12.0,1069
2015,12,21,1,OO,6326,,,522
2015,8,10,1,MQ,3044,4.0,13.0,113
2015,7,10,5,AA,2347,10.0,14.0,926
2015,5,25,1,NK,547,4.0,10.0,399
2015,9,2,3,AS,538,3.0,17.0,956
2015,8,17,1,AA,795,3.0,24.0,1325
2015,5,12,2,DL,1534,15.0,12.0,432
2015,8,12,3,OO,6509,6.0,14.0,809
2015,10,11,7,WN,438,2.0,14.0,325
2015,10,2,5,B6,599,3.0,13.0,313
2015,8,7,5,DL,1234,10.0,13.0,271
2015,12,11,5,WN,1827,11.0,15.0,711
2015,1,27,2,OO,2576,15.0,9.0,391
2015,2,14,6,B6,532,3.0,9.0,588
2015,8,13,4,AA,484,4.0,22.0,1262
2015,10,5,1,WN,2817,5.0,10.0,602
2015,8,16,7,OO,7375,3.0,37.0,114
2015,4,8,3,WN,2453,5.0,10.0,226
2015,6,8,1,HA,332,9.0,16.0,216
2015,9,6,7,DL,84,6.0,16.0,406
2015,7,15,3,WN,4896,5.0,17.0,587
2015,2,16,1,AA,372,3.0,14.0,469
2015,12,31,4,AA,239,3.0,12.0,852
2015,6,5,5,MQ,3551,4.0,6.0,164
2015,10,13,2,WN,1374,5.0,13.0,347
2015,7,19,7,B6,318,2.0,18.0,187
2015,12,18,5,F9,927,6.0,41.0,801
2015,11,26,4,OO,3447,3.0,27.0,399
2015,4,1,3,OO,5625,4.0,14.0,238
2015,9,27,7,WN,324,15.0,21.0,1947
2015,10,18,7,B6,403,3.0,16.0,1598
2015,7,10,5,UA,207,6.0,13.0,2704
2015,7,14,2,DL,2478,2.0,11.0,341
2015,8,13,4,NK,380,11.0,30.0,1127
2015,5,9,6,WN,372,3.0,7.0,248
2015,3,25,3,EV,4305,25.0,10.0,792
2015,6,8,1,OO,6329,4.0,6.0,250
2015,12,31,4,OO,5315,9.0,21.0,638
2015,8,5,3,DL,1058,10.0,30.0,404
2015,8,28,5,WN,1403,7.0,10.0,325
2015,9,26,6,OO,5364,4.0,40.0,118
2015,1,2,5,DL,1635,4.0,14.0,1956
2015,7,15,3,UA,1539,7.0,10.0,2288
2015,1,4,7,WN,3943,5.0,13.0,909
2015,4,13,1,WN,1793,4.0,24.0,990
2015,2,10,2,WN,3833,4.0,10.0,1407
2015,8,10,1,AA,1484,4.0,10.0,190
2015,11,14,6,OO,2924,5.0,12.0,588
2015,2,19,4,EV,6166,14.0,47.0,473
2015,3,15,7,UA,390,5.0,15.0,420
2015,3,10,2,WN,3578,8.0,16.0,1491
2015,8,1,6,OO,6415,4.0,16.0,624
2015,6,1,1,DL,1051,4.0,15.0,134
2015,6,10,3,WN,796,6.0,33.0,228
2015,4,3,5,UA,1568,4.0,23.0,2584
2015,6,29,1,WN,376,6.0,16.0,440
2015,12,3,4,UA,1148,4.0,13.0,1005
2015,11,14,6,AA,2493,4.0,14.0,1089
2015,5,2,6,US,408,8.0,13.0,2075
2015,3,21,6,DL,2209,4.0,12.0,1589
2015,1,27,2,WN,1273,3.0,10.0,251
2015,5,24,7,WN,232,5.0,9.0,1139
2015,2,10,2,WN,4914,5.0,9.0,687
2015,7,14,2,DL,1744,4.0,10.0,405
2015,7,24,5,AA,2254,9.0,25.0,1089
2015,2,28,6,OO,4753,5.0,10.0,558
2015,11,9,1,MQ,3404,23.0,13.0,436
2015,6,11,4,EV,5079,12.0,10.0,363
2015,11,24,2,DL,1067,4.0,12.0,1953
2015,1,13,2,DL,2126,10.0,21.0,526
2015,3,19,4,OO,2867,5.0,22.0,209
2015,2,23,1,NK,788,14.0,11.0,1749
2015,9,27,7,OO,5646,5.0,34.0,262
2015,6,22,1,B6,748,3.0,14.0,2248
2015,11,17,2,WN,2421,6.0,12.0,414
2015,3,25,3,DL,1730,3.0,10.0,259
2015,4,18,6,EV,5903,11.0,9.0,552
2015,5,23,6,WN,481,4.0,8.0,189
2015,2,17,2,HA,239,4.0,12.0,102
2015,2,22,7,OO,6238,4.0,7.0,250
2015,8,8,6,WN,2738,5.0,11.0,1546
2015,3,29,7,B6,1066,3.0,9.0,1249
2015,10,21,3,WN,2674,4.0,8.0,287
2015,2,28,6,DL,1957,7.0,23.0,689
2015,6,8,1,MQ,3598,5.0,14.0,272
2015,4,25,6,WN,644,5.0,8.0,882
2015,9,11,5,AA,970,6.0,16.0,460
2015,10,30,5,VX,469,8.0,11.0,236
2015,10,5,1,OO,5400,4.0,16.0,462
2015,7,29,3,WN,3671,5.0,13.0,571
2015,2,18,3,AA,2337,25.0,64.0,761
2015,8,31,1,WN,2582,3.0,10.0,1053
2015,3,27,5,AA,238,5.0,12.0,919
2015,11,17,2,WN,396,6.0,5.0,426
2015,12,23,3,EV,4691,7.0,40.0,533
2015,7,29,3,DL,110,9.0,25.0,1947
2015,12,31,4,EV,5046,6.0,10.0,374
2015,12,7,1,MQ,3449,15.0,9.0,409
2015,6,14,7,WN,4068,6.0,10.0,1189
2015,4,6,1,US,1856,2.0,21.0,2075
2015,2,22,7,WN,402,8.0,16.0,337
2015,9,9,3,DL,1944,4.0,14.0,297
2015,4,22,3,VX,878,3.0,20.0,1246
2015,9,20,7,EV,4500,6.0,20.0,277
2015,11,29,7,EV,5099,4.0,17.0,227
2015,10,5,1,AA,1938,3.0,23.0,331
2015,4,3,5,F9,575,6.0,8.0,391
2015,1,16,5,DL,1293,5.0,12.0,425
2015,1,23,5,WN,713,3.0,9.0,308
2015,1,20,2,AA,937,16.0,11.0,748
2015,7,12,7,EV,5799,7.0,7.0,351
2015,7,3,5,EV,5248,7.0,23.0,563
2015,10,4,7,DL,2383,2.0,13.0,134
2015,6,3,3,WN,863,9.0,8.0,663
2015,11,16,1,WN,2268,8.0,7.0,347
2015,2,12,4,OO,4727,3.0,14.0,697
2015,9,16,3,DL,418,9.0,19.0,2422
